code_a,name_a,iso_a,code_b,name_b,iso_b,water_type,water_body,has_bridge,adds_edge,border_km,adjudication,verification_tier,source
AZE035,Kengerli,AZE,IRN026,West Azarbayejan,IRN,river,Aras,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Y74-04; yes); crossings: yes
ZWE006,Mashonaland West,ZWE,ZMB109,Southern,ZMB,river,Zambezi,True,False,,cross-vendor,C,"verified:open-bridge; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units; GPT-5.6 Sol adversarial recheck yes (Kariba Dam wall road), 69 m from the shared arc; crossings: (web-verified)"
MDA016,Edinet,MDA,ROU007,Botoşani,ROU,river,Prut,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
USA003,Arizona,USA,MEX002,Baja California,MEX,river,Colorado,False,False,,cross-vendor,C,recheck2:False:wrong-province (AZ crossings are Sonora); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Carretera Sonoita - Mexicali; bridge; yes); GPT-5.6 Sol adversarial recheck no
LTU003,Klaipedos,LTU,RUS023,Kaliningradskaya Oblast,RUS,river,Neman,False,False,,cross-vendor,C,verified:no-open-bridge; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (27А-004; Karalienės Luizos tiltas; Klaipėda - Pagėgiai; Pane); GPT-5.6 Sol adversarial recheck no
AZE008,Babek,AZE,IRN026,West Azarbayejan,IRN,river,Aras,False,False,,cross-vendor,C,verified:no-open-bridge; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes); GPT-5.6 Sol adversarial recheck no
BDI018,Bujumbura,BDI,COD011,Sud-Kivu,COD,river,Rusizi,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (RN30); crossings: yes
COD017,Ituri,COD,UGA021,Bundibugyo,UGA,river,Semliki,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
HND012,Lempira,HND,SLV002,Cabanas,SLV,river,Lempa,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Puente La Integración; yes); crossings: Puente La Integración; yes
MDA020,Hincesti,MDA,ROU041,Vaslui,ROU,river,Prut,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Chișinău-Leușeni; DN24B); crossings: Chișinău-Leușeni; yes
NIC016,Río San Juan,NIC,CRI005,Limón,CRI,river,San Juan,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
BGR027,Vidin,BGR,ROU028,Mehedinţi,ROU,river,Danube,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
COD027,Nord-Ubangi,COD,CAF006,Plateaux,CAF,river,Uele,False,False,,cross-vendor,C,osm-fix; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
ARM001,Aragatsotn,ARM,TUR045,Kars,TUR,river,Aras,False,False,,cross-vendor,C,verified:no-open-bridge; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
BFA013,Sud-ouest,BFA,GHA017,Savannah,GHA,river,Mouhoun,False,False,,cross-vendor,C,verified:no-open-bridge; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
COD011,Sud-Kivu,COD,BDI001,Bubanza,BDI,river,Rusizi,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
LTU007,Taurages,LTU,RUS023,Kaliningradskaya Oblast,RUS,river,Neman,True,False,,cross-vendor,C,"verified:open-bridge; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units; GPT-5.6 Sol adversarial recheck yes (Queen Louise Bridge), 25277 m from the shared arc, 12513 m from the farther unit; off the shared line, flag kept; crossings: (web-verified)"
LAO003,Bolikhamxai,LAO,THA027,Nakhon Phanom,THA,river,Mekong,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
IRN001,Ardebil,IRN,AZE029,Imishly,AZE,river,Aras,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
AZE054,Sadarak,AZE,TUR038,Igdir,TUR,river,Aras,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Umut Köprüsü; Ümid Körpüsü); crossings: Umut Köprüsü; Ümid Körpüsü
AZE015,Fuzuli,AZE,IRN004,East Azarbayejan,IRN,river,Aras,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
HRV010,Osijek-baranja,HRV,SRB005,Juzno-backi,SRB,river,Danube,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
IRQ010,Duhok,IRQ,SYR001,Al Ḥasakah,SYR,river,Dicle; Tigris,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (جسر سيمالكا); crossings: جسر سيمالكا
MRT006,Guidimakha,MRT,SEN014,Matam,SEN,river,Sénégal,False,False,,cross-vendor,C,verified:no-open-bridge; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
CHE004,Basel-landschaft,CHE,DEU001,Baden-Wuerttemberg,DEU,river,Rhin,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes); wc1 way-class follow-up 2026-09-20: every OSM bridge way in both units is a footpath bridge; GPT-5.6 Sol adversarial recheck no; maintainer map ruling 2026-09-20: flip accepted (True -> False)
CHE016,Sankt Gallen,CHE,LIE001,Balzers,LIE,river,Rhein,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (A13; Gagoz; Rheinbrücke; Rheindammstrasse; Rheindammweg); crossings: Gagoz; Rheinbrücke; Rheindammstrasse; Rheindammweg; Staatsstrasse
CHE016,Sankt Gallen,CHE,LIE003,Gamprin,LIE,river,Rhein,True,False,,cross-vendor,C,"osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Bergersguet); wc1 way-class follow-up 2026-09-20: the only OSM bridge way in both units is a farm-track bridge; GPT-5.6 Sol adversarial recheck yes (Rheinbrücke Haag–Bendern), 648 m from the shared arc, 370 m from the farther unit; crossings: Rheinbrücke Haag–Bendern"
AUT008,Vorarlberg,AUT,LIE006,Ruggell,LIE,river,Rhein,True,False,,cross-vendor,C,"recheck2:False:wrong-unit (Ruggell borders CH not AT); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Bangserstrasse; Spiersbachbrücke); GPT-5.6 Sol adversarial recheck yes (Spiersbachbrücke), 71 m from the shared arc; maintainer map ruling 2026-09-16: flip accepted (False -> True); crossings: Spiersbachbrücke"
AZE054,Sadarak,AZE,IRN026,West Azarbayejan,IRN,river,Aras,False,False,,cross-vendor,C,verified:no-open-bridge; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
BIH002,Republika Srpska,BIH,MNE021,Zabljak,MNE,river,Drina,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
FRA011,Franche-Comte,FRA,CHE006,Bern,CHE,river,Doubs; Lac des Brenets,False,False,,cross-vendor,C,recheck2:False:wrong-canton (Doubs is Jura/Neuchatel not Bern); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Pont de Biaufond; yes); GPT-5.6 Sol adversarial recheck no
COD030,Tanganyika,COD,TZA010,Kigoma,TZA,lake,Lake Tanganyika,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
TZA006,Kagera,TZA,TZA021,Mwanza,TZA,lake,Lake Victoria,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
COD017,Ituri,COD,UGA031,Hoima,UGA,lake,Lake Albert,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
TZA006,Kagera,TZA,UGA040,Kalangala,UGA,lake,Lake Victoria,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
UGA040,Kalangala,UGA,UGA073,Masaka,UGA,lake,Lake Victoria,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
RUS061,Pskovskaya Oblast,RUS,EST013,Tartu maakond,EST,lake,Lake Peipus; Lake Pskov,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
UGA026,Buvuma,UGA,UGA015,Buikwe,UGA,lake,Lake Victoria,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
NIC004,Chontales,NIC,NIC017,Rivas,NIC,lake,Lago de Nicaragua,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
KEN008,Homa Bay,KEN,UGA088,Namayingo,UGA,lake,Lake Victoria,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
UGA040,Kalangala,UGA,UGA084,Mukono,UGA,lake,Lake Victoria,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
CIV032,Sassandra-Marahoué,CIV,CIV034,Vallée du Bandama,CIV,lake,Lac de Kossou,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
COD030,Tanganyika,COD,TZA009,Katavi,TZA,lake,Lake Tanganyika,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
JOR009,Madaba,JOR,PSE004,Bethlehem,PSE,lake,Dead Sea,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
KEN027,Migori,KEN,UGA088,Namayingo,UGA,lake,Lake Victoria,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
UGA005,Amolatar,UGA,UGA027,Buyende,UGA,lake,Lake Kyoga,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
COD009,Nord-Kivu,COD,UGA101,Rubirizi,UGA,lake,Lake Edward,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
MDA008,Cantemir,MDA,ROU019,Galaţi,ROU,river,Prut,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
JOR004,Balqa,JOR,PSE004,Bethlehem,PSE,lake,Dead Sea,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
PSE003,Ariha (Jericho),PSE,PSE004,Bethlehem,PSE,lake,Dead Sea,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
UGA015,Buikwe,UGA,UGA075,Mayuge,UGA,lake,Lake Victoria,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
NLD002,Flevoland,NLD,NLD010,Utrecht,NLD,lake,IJsselmeer,False,False,,cross-vendor,C,verified:no-open-bridge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
BOL001,Beni,BOL,BRA026,Rondonia,BRA,river,Guaporé; Madeira; Madre de Dios,False,False,,cross-vendor,C,verified:no-open-bridge; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
USA044,Texas,USA,MEX005,Coahuila de Zaragoza,MEX,river,Pecos; Rio Grande,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Camino Real International Bridge; Del Río–Ciudad Acuña Inter); crossings: Camino Real International Bridge; Del Río–Ciudad Acuña International Bridge; Eagle Pass International Bridge I; Eagle Pass–Piedras Negras International Bridge; International Bridge II
CHE011,Jura,CHE,CHE013,Neuchatel,CHE,lake,Lac de Biaufond,False,True,0.9,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified (class-2, 2026-07-11); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
DEU004,Brandenburg,DEU,DEU009,Niedersachsen,DEU,river,Elbe,False,True,3.7,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified (class-2, 2026-07-11); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
GMB003,Central River South,GMB,GMB006,North Bank,GMB,river,River Gambia,False,True,3.4,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified (class-2, 2026-07-11); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
GMB005,Lower River,GMB,GMB006,North Bank,GMB,river,River Gambia,True,True,2.3,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified (class-2, 2026-07-11); bridge: osm-screen + agent-verify + adversarial-recheck, geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units; GPT-5.6 Sol adversarial recheck yes (Senegambia Bridge), 21413 m from the shared arc, 2568 m from the farther unit; off the shared line, flag kept"
GMB005,Lower River,GMB,GMB008,West Coast,GMB,river,Bintang Bolon (Bintang Bolong) — a major tidal tributary/creek of the River Gamb,False,True,10.0,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
KHM006,Kampong Thom,KHM,KHM018,Pursat,KHM,lake,Tonle Sap Lake,False,True,1.5,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified (class-2, 2026-07-11); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
MDA006,Cahul,MDA,ROU039,Tulcea,ROU,river,Danube,False,True,0.9,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified (class-2, 2026-07-11); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
ROU019,Galaţi,ROU,ROU039,Tulcea,ROU,river,Danube River,False,True,11.2,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified (class-2, 2026-07-11); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
SLE004,Southern,SLE,SLE005,Western Area,SLE,river,"Ribbi River tidal estuary (draining into Yawri Bay, between Western Area Rural's",False,True,1.5,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
VNM007,Ben Tre,VNM,VNM058,Tien Giang,VNM,river,Tien River (Sông Tiền) / Cửa Đại-Mỹ Tho distributary channel,True,True,9.6,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified (class-2, 2026-07-11); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Cầu Mỹ Tho; Cầu Rạch Miễu)"
VNM013,Can Tho,VNM,VNM020,Dong Thap,VNM,river,Hau River (Sông Hậu / Bassac),True,True,6.9,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified (class-2, 2026-07-11); bridge: osm-screen + agent-verify + adversarial-recheck, geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units; GPT-5.6 Sol adversarial recheck yes (Vàm Cống Bridge), 8598 m from the shared arc, 558 m from the farther unit"
VNM013,Can Tho,VNM,VNM061,Vinh Long,VNM,river,Hau River (Bassac),True,True,9.3,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified (class-2, 2026-07-11); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Cầu Cần Thơ)"
VNM028,Hau Giang,VNM,VNM061,Vinh Long,VNM,river,"Hau River (Bassac River, southern Mekong distributary)",False,True,4.2,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified (class-2, 2026-07-11); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
VNM051,Soc Trang,VNM,VNM059,Tra Vinh,VNM,river,"Hau River (Song Hau / Bassac River, lower Mekong distributary)",False,True,8.6,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified (class-2, 2026-07-11); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
VNM051,Soc Trang,VNM,VNM061,Vinh Long,VNM,river,Hau River (Sông Hậu),False,True,7.8,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
VNM058,Tien Giang,VNM,VNM061,Vinh Long,VNM,river,"Tien River (Sông Tiền, a main Mekong distributary)",True,True,3.2,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified (class-2, 2026-07-11); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Cầu Mỹ Thuận; Cầu Mỹ Thuận 1; Cầu Mỹ Thuận 2)"
ROU019,Galaţi,ROU,UKR016,Odes'ka,UKR,river,Danube,False,True,0.5,cross-vendor,A,"rg1 river-gap retirement re-adjudication (2026-07-22): maintainer map ruling - adjacent via Insula Cailor, arc corrected to 0.5 km (overrules dual-AI corner verdict); folded from the retired river-gap overlay; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
ROU039,Tulcea,ROU,UKR016,Odes'ka,UKR,river,Danube; Chilia branch,False,True,15.25,cross-vendor,A,rg1 river-gap retirement re-adjudication (2026-07-22): GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; folded from the retired river-gap overlay (near-miss census + per-pair ground-truth); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
ROU013,Caraş-Severin,ROU,SRB001,Borski,SRB,river,Danube; Iron Gates,False,True,0.62,cross-vendor,A,rg1 river-gap retirement re-adjudication (2026-07-22): GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; folded from the retired river-gap overlay (near-miss census + per-pair ground-truth); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
DEU012,Saarland,DEU,LUX002,Grevenmacher,LUX,river,Moselle,True,True,6.65,cross-vendor,A,"rg1 river-gap retirement re-adjudication (2026-07-22): GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; folded from the retired river-gap overlay (near-miss census + per-pair ground-truth); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (A 8; Viadukt von Schengen); GPT-5.6 Sol adversarial recheck yes (Viadukt von Schengen), 297 m from the shared arc"
GUF001,French Guiana,GUF,SUR004,Marowijne,SUR,river,Maroni,False,True,3.36,cross-vendor,A,rg1 river-gap retirement re-adjudication (2026-07-22): GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; folded from the retired river-gap overlay (near-miss census + per-pair ground-truth); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
ALB022,Malesi e Madhe,ALB,MNE002,Bar,MNE,lake,Lake Skadar/Shkodra,False,True,22.9,cross-vendor,A,"lg1 lake-gap retirement (2026-07-23): folded from the retired lake-gap overlay (non-touching water band 1-100 km, >=80% lake-corridor; two-pass adversarial adjudication of 57 candidates + human map verification 2026-07-04); manifest consolidation, verdict unchanged (rebuild rule-rediscovery frac_lake 0.98); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
COD013,Équateur,COD,COG003,Cuvette,COG,river,Congo River,False,True,2.2,cross-vendor,A,"2026-09-10 corridor census v2 (transect corridors; NE lakes + HydroLAKES + geodesic HydroRIVERS, discharge-scaled ladder): GPT-5.6 Sol research + Sonnet-5 adversarial judgment (blind to priors); maintainer map ruling 2026-09-10 under the materiality standard; bridge: osm-screen (no structure in the corridor) + research/judge no, in-both-units test | gate A1: both passes adjacent across the Congo; nominated only by the big-reach 2,500 m rung (500 m share 0.62); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
ARG008,Entre Rios,ARG,URY001,Artigas,URY,river,Salto Grande Reservoir (Uruguay River),False,True,1.2,cross-vendor,A,"2026-09-10 corridor census v2 (transect corridors; NE lakes + HydroLAKES + geodesic HydroRIVERS, discharge-scaled ladder): GPT-5.6 Sol research + Sonnet-5 adversarial judgment (blind to priors); maintainer map ruling 2026-09-10 under the materiality standard; bridge: osm-screen (no structure in the corridor) + research/judge no, in-both-units test | gate B1: research adjacent (Yacuy/Mocoreta limits), judge diagonal on the third-unit statistic, maintainer: a short Entre Rios-Artigas reach exists; nominated by the HydroLAKES component (0.98); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
ALB011,Has,ALB,ALB017,Kukes,ALB,lake,Fierza Reservoir (Liqeni i Fierzës),True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (SH23)"
ALB011,Has,ALB,ALB029,Puke,ALB,lake,Fierza Reservoir (Liqeni i Fierzës) on the Drin River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
AZE007,Astara,AZE,IRN009,Gilan,IRN,river,Astara River (Astarachay),True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (M3; bridge; yes; آزادراه آستارا - آستارا; راه آهن رشت - آستا)"
AZE032,Jalilabad,AZE,IRN001,Ardebil,IRN,river,Bolgarchay River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify + adversarial-recheck, geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes); GPT-5.6 Sol adversarial recheck yes (Bolgarchay local-road bridge), 88 m from the shared arc; maintainer map ruling 2026-09-16: shipped flag kept"
BRA002,Alagoas,BRA,BRA005,Bahia,BRA,river,Sao Francisco River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Ponte Dom Pedro II; yes)"
BRA007,Distrito Federal,BRA,BRA013,Minas Gerais,BRA,river,"Rio Preto (Preto River), tributary of the São Francisco basin",True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (BR-189)"
BRA012,Mato Grosso Do Sul,BRA,BRA013,Minas Gerais,BRA,river,Rio Paranaíba,False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify + adversarial-recheck, geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units; GPT-5.6 Sol adversarial recheck no; maintainer map ruling 2026-09-16: flip accepted (True -> False)"
BRA012,Mato Grosso Do Sul,BRA,BRA029,Sao Paulo,BRA,river,"Paraná River (Rio Paraná), including the Porto Primavera (Engenheiro Sérgio Mott",True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (BR-262; Estrada de Ferro Noroeste do Brasil; Ferronorte; Pon)"
BRA012,Mato Grosso Do Sul,BRA,PRY009,Concepcion,PRY,river,Apa River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
